sel;sta;tip;ip;iq;np;name;r;x;b;g;ktr;kti;n_anc;bd;pl_ip;ql_ip;i_max 
0;0;ЛЭП;1432;1543;0;ПС 220 кВ Арсеньев-2 2С 220 кВ - ПС 500 кВ Чугуевка-2 1С 220 кВ;7.86;26.39;-152.1;;;;0;0;95;17;245 
0;0;Тр-р;1513;1517;0;Приморская ГРЭС с.т. 3АТ - Приморская ГРЭС ОРУ 110 кВ;0.4;23.3;;;0.492;;10;70104;14;-1;33 
0;0;Тр-р;1513;1523;0;Приморская ГРЭС с.т. 3АТ - Приморская ГРЭС Дубль-блок 3;1.21;21.35;;;0.042;;0;0;55;70;210 
0;0;Тр-р;1514;1517;0;Приморская ГРЭС с.т. 4АТ - Приморская ГРЭС ОРУ 110 кВ;0.38;23.43;;;0.492;;10;70104;12;-2;29 
0;0;Тр-р;1514;1524;0;Приморская ГРЭС с.т. 4АТ - Приморская ГРЭС Дубль-блок 4;1.24;21.23;;;0.042;;0;0;55;69;209 
0;1;Тр-р;1335;1347;0;Артемовская ТЭЦ с.т. 7АТ №1, 2 - Артемовская ТЭЦ ТГ № 7;0.89;12.81;;;0.046;;0;0;;; 
0;0;Тр-р;1335;1333;0;Артемовская ТЭЦ с.т. 7АТ №1, 2 - Артемовская ТЭЦ 1СШ 110 кВ;0.37;13.78;;;0.545;;7;70110;-142;-67;409 
0;0;ЛЭП;1162;1181;0;ПС 220 кВ Береговая-2 2С 110 - ПС 110 кВ Береговая-1;0.28;0.46;-49.3;;;;0;0;-28;-20;170 
0;0;Выкл;1161;1162;0;ПС 220 кВ Береговая-2 1С 110 - ПС 220 кВ Береговая-2 2С 110;;;;;;;0;0;-8;-8;53 
0;0;ЛЭП;1162;1163;0;ПС 220 кВ Береговая-2 2С 110 - ПС 110 кВ Топаз 1С 110;0.9;0.93;-5.4;;;;0;0;-1;;7 
0;0;ЛЭП;1161;1164;0;ПС 220 кВ Береговая-2 1С 110 - ПС 110 кВ Топаз 2С 110;0.69;0.85;-5.8;;;;0;0;-14;-4;72 
0;0;ЛЭП;1179;1180;0;ПС 110 кВ С-55 - ПС 110 кВ Промысловка;4.89;7.91;-48.6;;;;0;0;2;9;45 
0;0;ЛЭП;1179;1178;0;ПС 110 кВ С-55 - ПС 110 кВ Волчанец;7.36;11.38;-71.3;;;;0;0;5;-5;41 
0;0;ЛЭП;1289;1301;0;ПС 110 кВ 2Р 1С 110 - отп. ПС 110 кВ 1Р/т 1С 110;0.48;1.58;-32.5;;;;0;0;-18;-5;89 
0;0;ЛЭП;1289;1357;0;ПС 110 кВ 2Р 1С 110 - ПС 110 кВ Бурун 1С 110;0.51;0.85;-5;;;;0;0;-19;-7;99 
0;1;Выкл;1291;1302;0;ПС 110 кВ 1P/т СШ1-110 - ПС 110 кВ 1P/т СШ2-110;;;;;;;0;0;;; 
0;0;ЛЭП;1291;1301;0;ПС 110 кВ 1P/т СШ1-110 - отп. ПС 110 кВ 1Р/т 1С 110;0.02;0.03;-0.2;;;;0;0;;; 
0;0;ЛЭП;1183;1333;0;ПС 110 кВ Смоляниново/т - Артемовская ТЭЦ 1СШ 110 кВ;7.21;11.32;-67.1;;;;0;0;15;12;96 
0;0;ЛЭП;1180;1181;0;ПС 110 кВ Промысловка - ПС 110 кВ Береговая-1;5.41;8.55;-111.3;;;;0;0;18;10;104 
0;0;ЛЭП;1180;1184;0;ПС 110 кВ Промысловка - ПС 110 кВ Прибой;2.29;3.61;-21.1;;;;0;0;-1;2;10 
0;0;ЛЭП;1111;1101;0;ПС 220 кВ Спасск 1СШ 110 - ПС 110 кВ Спасск/т;0.34;0.57;-3.7;;;;0;0;-4;-4;25 
0;0;ЛЭП;1111;1102;0;ПС 220 кВ Спасск 1СШ 110 - ПС 110 кВ АСБ;0.92;1.41;-9.1;;;;0;0;-2;-1;9 
0;0;ЛЭП;1112;1201;0;ПС 220 кВ Спасск 2СШ 110 - ПС 110 кВ Мучная;14.32;21.96;-142.1;;;;0;0;-33;-6;161 
0;0;ЛЭП;1112;1222;0;ПС 220 кВ Спасск 2СШ 110 - ПС 110 кВ Дмитриевка 2С 110;5.25;10.39;-66.3;;;;0;0;-35;-9;171 
0;0;ЛЭП;1223;1225;0;ПС 110 кВ Черниговка - ПС 110 кВ Ярославка 1СШ 110;7.89;15.3;-102;;;;0;0;-28;-6;141 
0;0;ЛЭП;1223;1222;0;ПС 110 кВ Черниговка - ПС 110 кВ Дмитриевка 2С 110;2.88;4.95;-30.8;;;;0;0;33;9;167 
0;0;ЛЭП;1225;1136;0;ПС 110 кВ Ярославка 1СШ 110 - ПС 110 кВ Сибирцево/т;3.39;6.83;-45.3;;;;0;0;-4;-19;101 
0;0;ЛЭП;1135;1136;0;ПС 110 кВ М - ПС 110 кВ Сибирцево/т;2.27;6.97;-42;;;;0;0;-13;-1;64 
0;0;ЛЭП;1225;1230;0;ПС 110 кВ Ярославка 1СШ 110 - ПС 110 кВ Павловка-1;3.3;7.42;-53.3;;;;0;0;-10;7;59 
0;0;ЛЭП;1226;1205;0;ПС 110 кВ Ярославка 2СШ 110 - ПС 110 кВ Хороль;12.9;16.71;-112.2;;;;0;0;-22;-4;112 
0;0;ЛЭП;1226;1221;0;ПС 110 кВ Ярославка 2СШ 110 - ПС 110 кВ Дмитриевка 1С 110;10.5;19.78;-129.9;;;;0;0;29;8;148 
0;0;ЛЭП;1226;1227;0;ПС 110 кВ Ярославка 2СШ 110 - ПС 110 кВ Павловка-2;4;9.21;-66.4;;;;0;0;-14;5;72 
0;0;ЛЭП;1135;1134;0;ПС 110 кВ М - ПС 110 кВ Реттиховка;7.09;13.75;-92.1;;;;0;0;25;6;127 
0;0;ЛЭП;1134;1131;0;ПС 110 кВ Реттиховка - ПС 220 кВ Арсеньев-2 1С 110 кВ;8.32;17.65;-113.7;;;;0;0;26;5;132 
0;0;ЛЭП;1129;1128;0;ПС 110 кВ Арсеньев-1 - ПС 110 кВ Прогресс;0.1;0.22;-1.4;;;;0;0;12;6;68 
0;0;ЛЭП;1129;1132;0;ПС 110 кВ Арсеньев-1 - ПС 220 кВ Арсеньев-2 2С 110 кВ;1.99;4.21;-27.1;;;;0;0;22;10;117 
0;0;ЛЭП;1130;1133;0;ПС 220 кВ Чугуевка ОРУ 110 - ПС 110 кВ Молодежная;11.63;24.68;-159;;;;0;0;18;6;95 
0;0;ЛЭП;1151;1230;0;ПС 220 кВ Уссурийск-2 1СШ 110 - ПС 110 кВ Павловка-1;10.73;15.02;-103.6;;;;0;0;-1;-9;52 
0;0;ЛЭП;1151;1209;0;ПС 220 кВ Уссурийск-2 1СШ 110 - ПС 110 кВ Полевая;10.87;13.3;-90.5;;;;0;0;-40;-9;201 
0;0;ЛЭП;1152;1260;0;ПС 220 кВ Уссурийск-2 2СШ 110 - отп. ПС 110 кВ Кожзавод;4.95;6.06;-41.2;;;;0;0;-44;-19;236 
0;0;ЛЭП;1151;1250;0;ПС 220 кВ Уссурийск-2 1СШ 110 - ПС 110 кВ ЛPЗ;1.07;1.64;-10.6;;;;0;0;-19;-6;97 
0;0;Выкл;1151;1152;0;ПС 220 кВ Уссурийск-2 1СШ 110 - ПС 220 кВ Уссурийск-2 2СШ 110;;;;;;;0;0;27;13;150 
0;0;ЛЭП;1151;1229;0;ПС 220 кВ Уссурийск-2 1СШ 110 - отп. ПС 110 кВ Mихайловка;0.73;2.42;-14.4;;;;0;0;-9;-11;68 
0;0;ЛЭП;1151;1218;0;ПС 220 кВ Уссурийск-2 1СШ 110 - отп. ПС 110 кВ Гранит;1.86;3.53;-23.6;;;;0;0;-21;-8;109 
0;0;ЛЭП;1261;1262;0;ПС 110 кВ Уссурийск/т - ПС 110 кВ Надеждинская/т;10.14;19.37;-129.8;;;;0;0;-21;3;109 
0;0;ЛЭП;1261;1260;0;ПС 110 кВ Уссурийск/т - отп. ПС 110 кВ Кожзавод;0.16;0.2;-1.3;;;;0;0;43;18;236 
0;0;ЛЭП;1256;1334;0;ПС 110 кВ Уссурийск-1 2СШ 110 кВ - Артемовская ТЭЦ 2СШ 110 кВ;10.66;25.48;-188.3;;;;0;0;24;16;147 
0;0;ЛЭП;1256;1254;0;ПС 110 кВ Уссурийск-1 2СШ 110 кВ - ПС 110 кВ Кожзавод 2С 110;1.3;1.99;-12.9;;;;0;0;-21;-6;112 
0;0;ЛЭП;1256;1220;0;ПС 110 кВ Уссурийск-1 2СШ 110 кВ - ПС 110 кВ Студгородок;0.89;1.37;-8.9;;;;0;0;-9;-15;87 
0;0;ЛЭП;1209;1208;0;ПС 110 кВ Полевая - ПС 110 кВ Липовцы;6.83;11.91;-74.4;;;;0;0;-7;-9;62 
0;0;ЛЭП;1209;1212;0;ПС 110 кВ Полевая - ПС 110 кВ Промышленная 2С 110;7.67;11.77;-76.1;;;;0;0;-13;7;76 
0;0;ЛЭП;1208;1207;0;ПС 110 кВ Липовцы - ПС 110 кВ Приозерная;5.08;8.71;-54.2;;;;0;0;17;;88 
0;0;ЛЭП;1205;1203;0;ПС 110 кВ Хороль - ПС 110 кВ Петровичи;5.69;8.72;-56.4;;;;0;0;26;5;133 
0;0;ЛЭП;1205;1200;0;ПС 110 кВ Хороль - ПС 110 кВ Камень-Рыболов;7.25;14.04;-94;;;;0;0;-17;-5;91 
0;0;ЛЭП;1205;1207;0;ПС 110 кВ Хороль - ПС 110 кВ Приозерная;5.24;8.03;-52;;;;0;0;-18;1;92 
0;0;ЛЭП;1171;1172;0;ПС 110 кВ Екатериновка - ПС 110 кВ Угольная;4.15;10.85;-65.3;;;;0;0;-28;-5;144 
0;0;ЛЭП;1171;1354;0;ПС 110 кВ Екатериновка - Партизанская ГPЭС II СШ-110;3.48;8.03;-57.9;;;;0;0;44;12;228 
0;0;ЛЭП;1172;1173;0;ПС 110 кВ Угольная - ПС 110 кВ Восточная/т;0.17;0.45;-2.7;;;;0;0;4;7;42 
0;0;Тр-р;1353;1361;0;Партизанская ГPЭС I СШ-110 - Партизанская ГРЭС ТГ № 1;0.37;13.11;45.3;7.5;0.085;;0;0;76;44;426 
0;0;Тр-р;1354;1362;0;Партизанская ГPЭС II СШ-110 - Партизанская ГРЭС ТГ № 2;0.4;12.81;32.4;5.5;0.085;;0;0;-5;-5;35 
0;0;ЛЭП;1353;1176;0;Партизанская ГPЭС I СШ-110 - ПС 110 кВ Находка/т;10.49;16.64;-99.7;;;;0;0;-31;3;151 
1;1;ЛЭП;4135;4143;0;отп.2 на ПС 110 кВ Комсомольская - ПС 110 кВ Комсомольская 2С;1.1;2.85;-19;;;;0;0;;; 
0;0;Выкл;1353;1354;0;Партизанская ГPЭС I СШ-110 - Партизанская ГPЭС II СШ-110;;;;;;;0;0;-19;-20;136 
0;0;ЛЭП;1174;1168;0;ПС 110 кВ Голубовка - ПС 220 кВ Широкая  2С 110 кВ;3.17;7.3;-52.6;;;;0;0;17;16;116 
0;0;ЛЭП;1174;1173;0;ПС 110 кВ Голубовка - ПС 110 кВ Восточная/т;3.53;8.15;-58.7;;;;0;0;-6;-14;77 
0;0;ЛЭП;1280;1334;0;ПС 110 кВ Муравейка - Артемовская ТЭЦ 2СШ 110 кВ;1.75;5.72;-33.7;;;;0;0;-1;-2;14 
0;0;ЛЭП;1280;1281;0;ПС 110 кВ Муравейка - ПС 110 кВ Океан;2.06;6.65;-78.6;;;;0;0;6;4;34 
0;0;Тр-р;1334;1346;0;Артемовская ТЭЦ 2СШ 110 кВ - Артемовская ТЭЦ ТГ № 6;0.56;12.88;93.9;16.2;0.083;;0;0;82;47;459 
0;0;Тр-р;1333;1345;0;Артемовская ТЭЦ 1СШ 110 кВ - Артемовская ТЭЦ ТГ № 5;0.49;12.76;187.8;17.1;0.083;;0;0;84;46;465 
0;0;ЛЭП;1334;1276;0;Артемовская ТЭЦ 2СШ 110 кВ - отп. ПС 110 кВ Штыково 2С 110;0.56;1.03;-7.6;;;;0;0;-55;-36;319 
0;0;ЛЭП;1333;1275;0;Артемовская ТЭЦ 1СШ 110 кВ - отп. ПС 110 кВ Штыково 1С 110;0.56;1.03;-7.6;;;;0;0;-53;-35;308 
0;0;ЛЭП;1333;1270;0;Артемовская ТЭЦ 1СШ 110 кВ - ПС 110 кВ Шахта-7;3.68;6.08;-39.2;;;;0;0;-83;-30;432 
0;0;ЛЭП;1333;1277;0;Артемовская ТЭЦ 1СШ 110 кВ - ПС 110 кВ Промузел;6.95;11;-83.8;;;;0;0;-20;1;97 
0;0;Выкл;1333;1334;0;Артемовская ТЭЦ 1СШ 110 кВ - Артемовская ТЭЦ 2СШ 110 кВ;;;;;;;0;0;-26;-16;147 
0;0;ЛЭП;1275;1149;0;отп. ПС 110 кВ Штыково 1С 110 - ПС 110 кВ Штыково 1С 110;0.57;1.05;-7.8;;;;0;0;-3;-16;80 
0;1;ЛЭП;1253;1260;0;ПС 110 кВ Кожзавод 1С 110 - отп. ПС 110 кВ Кожзавод;0.36;0.44;-3;;;;0;0;;; 
0;0;ЛЭП;1420;1423;0;ПС 220 кВ Высокогорск - ПС 220 кВ Горелое ОРУ 220 кВ;2.7;9.57;-75.6;;;;0;0;-35;-3;89 
0;0;ЛЭП;1143;1146;0;ПС 110 кВ Вокзальная/т - отп.2 ПС 110 кВ Фридман/т;3.47;6.39;-47.3;;;;0;0;-13;11;82 
0;0;ЛЭП;1276;1271;0;отп. ПС 110 кВ Штыково 2С 110 - отп. ПС 110 кВ Кролевцы 1С 110;1.65;3.04;-22.5;;;;0;0;-54;-21;282 
0;0;ЛЭП;1276;1148;0;отп. ПС 110 кВ Штыково 2С 110 - ПС 110 кВ Штыково 2С 110;0.57;1.05;-7.7;;;;0;0;-1;-15;76 
0;0;Выкл;1263;1264;0;ПС 110 кВ Западная 1СШ 110 - ПС 110 кВ Западная 2СШ 110;;;;;;;0;0;-2;2;16 
0;0;ЛЭП;1263;1259;0;ПС 110 кВ Западная 1СШ 110 - ПС 110 кВ Казармы;1.74;2.67;-17.3;;;;0;0;-8;-2;43 
0;1;ЛЭП;1264;1259;0;ПС 110 кВ Западная 2СШ 110 - ПС 110 кВ Казармы;1.74;2.67;-17.3;;;;0;0;;; 
0;0;ЛЭП;1263;1266;0;ПС 110 кВ Западная 1СШ 110 - ПС 110 кВ Давыдовка;5.69;8.9;-53.4;;;;0;0;-59;-11;308 
0;0;ЛЭП;1263;1262;0;ПС 110 кВ Западная 1СШ 110 - ПС 110 кВ Надеждинская/т;3.56;6.9;-46.2;;;;0;0;12;-9;79 
0;0;ЛЭП;1263;1270;0;ПС 110 кВ Западная 1СШ 110 - ПС 110 кВ Шахта-7;1.73;2.72;-16.1;;;;0;0;58;18;309 
0;0;ЛЭП;1264;1272;0;ПС 110 кВ Западная 2СШ 110 - отп. ПС 110 кВ Кролевцы 2С 110;5.97;11;-81.4;;;;0;0;42;16;227 
0;0;ЛЭП;1263;1271;0;ПС 110 кВ Западная 1СШ 110 - отп. ПС 110 кВ Кролевцы 1С 110;5.94;10.95;-81;;;;0;0;40;15;219 
0;0;ЛЭП;1275;1272;0;отп. ПС 110 кВ Штыково 1С 110 - отп. ПС 110 кВ Кролевцы 2С 110;1.61;2.97;-22;;;;0;0;-50;-19;260 
0;0;ЛЭП;1147;1149;0;ПС 110 кВ Анисимовка/т - ПС 110 кВ Штыково 1С 110;12.16;22.42;-165.9;;;;0;0;-6;18;95 
0;0;ЛЭП;1147;1145;0;ПС 110 кВ Анисимовка/т - отп.1 ПС 110 кВ Фридман/т;4.49;8.28;-61.2;;;;0;0;20;2;99 
0;0;ЛЭП;1144;1145;0;ПС 110 кВ Фридман/т - отп.1 ПС 110 кВ Фридман/т;0.28;0.52;-3.9;;;;0;0;5;6;41 
0;0;ЛЭП;1267;1802;0;ПС 110 кВ Раздольное-1 - ПС 110 кВ Раздольное-2;0.22;0.33;-2.1;;;;0;0;12;1;62 
0;0;ЛЭП;1268;1266;0;ПС 110 кВ Пушкинская 2С 110 кВ - ПС 110 кВ Давыдовка;6.88;13.33;-89.3;;;;0;0;-19;-3;100 
0;0;ЛЭП;1267;1287;0;ПС 110 кВ Раздольное-1 - ПС 110 кВ Пушкинская 1С 110 кВ;1.94;3.75;-25.1;;;;0;0;-19;-3;99 
0;0;ЛЭП;1266;1192;0;ПС 110 кВ Давыдовка - отп.2 ПС 110 кВ Барабаш;12.01;18.42;-119.2;;;;0;0;-20;-2;109 
0;0;ЛЭП;1266;1191;0;ПС 110 кВ Давыдовка - отп.1 ПС 110 кВ Барабаш;12.01;18.42;-119.2;;;;0;0;-24;-3;126 
0;0;Тр-р;1423;1425;0;ПС 220 кВ Горелое ОРУ 220 кВ - ПС 220 кВ Горелое с.т. АТ-1;0.63;46.13;6.1;1.4;1;;0;0;-33;-8;85 
0;0;Тр-р;1423;1424;0;ПС 220 кВ Горелое ОРУ 220 кВ - ПС 220 кВ Горелое с.т. АТ-2;0.58;46.34;8;1.6;1;;0;0;-33;-8;84 
0;0;Тр-р;1425;1123;0;ПС 220 кВ Горелое с.т. АТ-1 - ПС 220 кВ Горелое ОРУ 110 кВ;0.42;-3.81;;;0.516;;6;70103;-33;-11;88 
0;0;Тр-р;1424;1123;0;ПС 220 кВ Горелое с.т. АТ-2 - ПС 220 кВ Горелое ОРУ 110 кВ;0.42;-3.6;;;0.516;;6;70103;-33;-11;87 
0;0;Тр-р;1425;1723;0;ПС 220 кВ Горелое с.т. АТ-1 - ПС 220 кВ Горелое СТК-1;2.81;86.33;;;0.046;;0;0;;5;12 
0;0;Тр-р;1424;1724;0;ПС 220 кВ Горелое с.т. АТ-2 - ПС 220 кВ Горелое СТК-2;2.68;84.85;;;0.046;;0;0;;5;12 
0;0;ЛЭП;1278;1277;0;ПС 110 кВ Спутник - ПС 110 кВ Промузел;1.75;2.8;-16.3;;;;0;0;;-5;24 
0;0;ЛЭП;1278;1279;0;ПС 110 кВ Спутник - ПС 110 кВ Чайка;1.76;2.8;-16.3;;;;0;0;28;11;148 
0;0;ЛЭП;1355;1359;0;ПС 220 кВ Волна 1С 110 - ПС 110 кВ Котельная 2Р;0.1;0.27;-1.8;;;;0;0;-38;-13;193 
0;0;ЛЭП;1355;1279;0;ПС 220 кВ Волна 1С 110 - ПС 110 кВ Чайка;1.5;3.61;-23.5;;;;0;0;-67;-22;341 
0;0;ЛЭП;1279;1647;0;ПС 110 кВ Чайка - ПС 110 кВ Седанка;1.06;3.46;-20.4;;;;0;0;-9;-2;46 
0;0;Выкл;1355;1356;0;ПС 220 кВ Волна 1С 110 - ПС 220 кВ Волна 2С 110;;;;;;;0;0;24;23;159 
0;0;ЛЭП;1355;1290;0;ПС 220 кВ Волна 1С 110 - ПС 110 кВ 2Р 2С 110;0.24;0.87;-6.7;;;;0;0;62;-24;319 
0;0;ЛЭП;1289;1243;0;ПС 110 кВ 2Р 1С 110 - ПС 110 кВ Стройиндустрия 1С 110;0.39;1.36;-10.4;;;;0;0;35;;167 
0;0;Выкл;1289;1290;0;ПС 110 кВ 2Р 1С 110 - ПС 110 кВ 2Р 2С 110;;;;;;;0;0;18;17;119 
0;0;ЛЭП;1359;1358;0;ПС 110 кВ Котельная 2Р - ПС 110 кВ Бурун 2С 110;0.35;1.25;-9.7;;;;0;0;-34;-11;172 
0;0;ЛЭП;1292;1301;0;ПС 110 кВ Амурская - отп. ПС 110 кВ 1Р/т 1С 110;0.25;0.82;-4.8;;;;0;0;18;5;89 
0;0;ЛЭП;1292;1298;0;ПС 110 кВ Амурская - ПС 110 кВ Залив 2С 110;0.13;0.43;-2.5;;;;0;0;-4;-4;28 
0;0;Выкл;1293;1294;0;ПС 110 кВ ВTЭЦ-1 1С 110 - ПС 110 кВ ВTЭЦ-1 2С 110;;;;;;;0;0;20;-4;96 
0;0;ЛЭП;1283;1313;0;ПС 110 кВ А 1С 110 - Владивостокская TЭЦ-2 1СШ 110 кВ;0.31;1.11;-8.6;;;;0;0;57;9;275 
0;0;Выкл;1283;1284;0;ПС 110 кВ А 1С 110 - ПС 110 кВ А 2С 110;;;;;;;0;0;-28;-4;137 
0;0;ЛЭП;1284;1314;0;ПС 110 кВ А 2С 110 - Владивостокская TЭЦ-2 2СШ 110 кВ;0.31;1.11;-8.6;;;;0;0;57;9;276 
0;0;ЛЭП;1295;1316;0;ПС 110 кВ Голубинка 1С 110 - отп. ПС 110 кВ Голубинка 1С 110;;0.01;-0.1;;;;0;0;11;3;54 
0;0;ЛЭП;1296;1317;0;ПС 110 кВ Голубинка 2С 110 - отп. ПС 110 кВ Голубинка 2С 110;;0.01;-0.1;;;;0;0;20;6;100 
0;0;ЛЭП;1317;1297;0;отп. ПС 110 кВ Голубинка 2С 110 - ПС 110 кВ Залив 1С 110;0.3;1.18;-7.8;;;;0;0;-46;;222 
0;0;ЛЭП;1317;1313;0;отп. ПС 110 кВ Голубинка 2С 110 - Владивостокская TЭЦ-2 1СШ 110 кВ;0.71;2.61;-189.7;;;;0;0;66;7;318 
0;0;ЛЭП;1316;1314;0;отп. ПС 110 кВ Голубинка 1С 110 - Владивостокская TЭЦ-2 2СШ 110 кВ;0.69;2.51;-189.1;;;;0;0;64;7;311 
0;0;Выкл;1297;1298;0;ПС 110 кВ Залив 1С 110 - ПС 110 кВ Залив 2С 110;;;;;;;0;0;-23;1;110 
0;0;ЛЭП;1176;1177;0;ПС 110 кВ Находка/т - ПС 110 кВ Находка 1СШ 110;4.49;7.14;-53.4;;;;0;0;-23;12;131 
0;0;ЛЭП;1170;1167;0;ПС 110 кВ Находка 2СШ 110 - ПС 220 кВ Широкая  1С 110 кВ;1.17;3.64;-25.8;;;;0;0;68;23;358 
0;0;ЛЭП;1170;1178;0;ПС 110 кВ Находка 2СШ 110 - ПС 110 кВ Волчанец;6.01;9.56;-65.4;;;;0;0;-17;4;85 
0;0;ЛЭП;1170;1157;0;ПС 110 кВ Находка 2СШ 110 - ПС 110 кВ НCPЗ;0.99;1.99;-12.3;;;;0;0;-11;-2;53 
0;1;ЛЭП;1177;1158;0;ПС 110 кВ Находка 1СШ 110 - ПС 110 кВ Учебная;0.41;0.7;-4.4;;;;0;0;;; 
0;1;ЛЭП;1167;1160;0;ПС 220 кВ Широкая  1С 110 кВ - ПС 110 кВ ЖБФ;1.35;3.12;-22.5;;;;0;0;;; 
0;0;Тр-р;1313;1321;0;Владивостокская TЭЦ-2 1СШ 110 кВ - Владивостокская TЭЦ-2 ТГ № 1;0.41;12.84;27.3;5.2;0.085;;0;0;45;-1;215 
0;0;Тр-р;1313;1322;0;Владивостокская TЭЦ-2 1СШ 110 кВ - Владивостокская TЭЦ-2 ТГ № 2;0.49;13;105.9;10.2;0.085;;0;0;74;6;355 
0;0;Тр-р;1314;1323;0;Владивостокская TЭЦ-2 2СШ 110 кВ - Владивостокская TЭЦ-2 ТГ № 3;0.24;11.48;9.2;5.8;0.085;;0;0;88;22;434 
0;0;ЛЭП;1314;1232;0;Владивостокская TЭЦ-2 2СШ 110 кВ - отп. ПС 110 кВ Загородная 2С 110;0.39;0.72;-5.3;;;;0;0;-58;-14;288 
0;0;ЛЭП;1313;1231;0;Владивостокская TЭЦ-2 1СШ 110 кВ - отп. ПС 110 кВ Загородная 1С 110;0.4;0.74;-5.4;;;;0;0;-56;-13;275 
0;0;Выкл;1313;1314;0;Владивостокская TЭЦ-2 1СШ 110 кВ - Владивостокская TЭЦ-2 2СШ 110 кВ;;;;;;;0;0;60;22;305 
0;0;Тр-р;1512;1514;0;Приморская ГРЭС IIСШ 220 кВ - Приморская ГРЭС с.т. 4АТ;0.03;8.05;28.7;3.9;1;;0;0;67;64;221 
0;0;ЛЭП;1512;1401;0;Приморская ГРЭС IIСШ 220 кВ - ПС 220 кВ Губерово/т;4.85;19.55;-123.4;;;;0;0;-147;2;351 
0;0;Выкл;1537;1538;0;ПС 500 кВ Дальневосточная 1С 220 - ПС 500 кВ Дальневосточная 2С 220;;;;;;;0;0;-39;-26;117 
0;0;Выкл;1542;1543;0;ПС 500 кВ Чугуевка-2 т.с. В-1 220 АТ-1, В-2 220 АТ-1 - ПС 500 кВ Чугуевка-2 1С 220 кВ;;;;;;;0;0;-97;-13;242 
0;0;Выкл;1542;1544;0;ПС 500 кВ Чугуевка-2 т.с. В-1 220 АТ-1, В-2 220 АТ-1 - ПС 500 кВ Чугуевка-2 2С 220 кВ;;;;;;;0;0;-107;6;267 
0;0;ЛЭП;1401;1404;0;ПС 220 кВ Губерово/т - отп. ПС 220 кВ Иман 2с 220 кВ;5.03;20.26;-126.8;;;;0;0;-130;12;315 
0;0;Тр-р;6173;6554;0;ПС 110 кВ Нюрба 2с 110 кВ - ПС 110 кВ Нюрба 2с 35 кВ;0.86;-2.51;;;0.335;;3;70650;-17;-5;98 
0;0;Тр-р;6172;6553;0;ПС 110 кВ Нюрба 1с 110 кВ - ПС 110 кВ Нюрба 1с 35 кВ;0.86;-2.51;;;0.326;;4;70650;-6;9;59 
0;0;ЛЭП;1128;1131;0;ПС 110 кВ Прогресс - ПС 220 кВ Арсеньев-2 1С 110 кВ;2.33;4.93;-31.8;;;;0;0;18;8;97 
0;0;ЛЭП;1201;1202;0;ПС 110 кВ Мучная - ПС 110 кВ Вадимовка;4.46;6.83;-44.2;;;;0;0;-28;-5;142 
0;0;ЛЭП;1202;1203;0;ПС 110 кВ Вадимовка - ПС 110 кВ Петровичи;3.67;5.63;-36.4;;;;0;0;-28;-5;141 
0;0;Выкл;1213;1214;0;ПС 110 кВ З 1С 110 - ПС 110 кВ З 2С 110;;;;;;;0;0;-13;-5;72 
0;0;ЛЭП;1213;1220;0;ПС 110 кВ З 1С 110 - ПС 110 кВ Студгородок;1.05;1.61;-10.4;;;;0;0;5;13;72 
0;0;ЛЭП;1213;1212;0;ПС 110 кВ З 1С 110 - ПС 110 кВ Промышленная 2С 110;1.73;2.65;-17.1;;;;0;0;11;-7;66 
0;0;ЛЭП;1214;1215;0;ПС 110 кВ З 2С 110 - ПС 110 кВ Гранит 1С 110;0.58;0.82;-5;;;;0;0;-9;-3;48 
0;0;ЛЭП;1272;1274;0;отп. ПС 110 кВ Кролевцы 2С 110 - ПС 110 кВ Кролевцы 2С 110;0.35;0.65;-4.8;;;;0;0;-7;-3;35 
0;0;ЛЭП;1271;1273;0;отп. ПС 110 кВ Кролевцы 1С 110 - ПС 110 кВ Кролевцы 1С 110;0.35;0.65;-4.8;;;;0;0;-12;-5;65 
0;0;ЛЭП;1148;1146;0;ПС 110 кВ Штыково 2С 110 - отп.2 ПС 110 кВ Фридман/т;16.46;30.33;-224.5;;;;0;0;13;-7;80 
0;0;ЛЭП;1149;1150;0;ПС 110 кВ Штыково 1С 110 - ПС 110 кВ Факел;1.44;2.47;-15.4;;;;0;0;-14;-5;72 
0;1;ЛЭП;1148;1150;0;ПС 110 кВ Штыково 2С 110 - ПС 110 кВ Факел;1.44;2.47;-15.4;;;;0;0;;; 
0;0;ЛЭП;1196;1194;0;ПС 110 кВ Краскино - отп. ПС 110 кВ Tроица;6.63;10.16;-65.7;;;;0;0;11;2;63 
0;0;ЛЭП;1195;1194;0;ПС 110 кВ Троица - отп. ПС 110 кВ Tроица;2.48;3.81;-24.6;;;;0;0;7;1;39 
0;0;ЛЭП;1193;1192;0;ПС 110 кВ Славянка - отп.2 ПС 110 кВ Барабаш;12.18;18.68;-120.9;;;;0;0;20;3;110 
0;0;ЛЭП;1193;1191;0;ПС 110 кВ Славянка - отп.1 ПС 110 кВ Барабаш;12.18;18.68;-120.9;;;;0;0;16;3;92 
0;0;ЛЭП;1193;1194;0;ПС 110 кВ Славянка - отп. ПС 110 кВ Tроица;8.39;12.87;-83.3;;;;0;0;-18;-3;101 
0;1;ЛЭП;1190;1192;0;ПС 110 кВ Барабаш - отп.2 ПС 110 кВ Барабаш;0.16;0.24;-1.5;;;;0;0;;; 
